Comment,VADER Sentiment,TextBlob Sentiment,Pattern Sentiment
explain how they find these average temperature,Neutral,Negative,Negative
"human kind's desperate belief that money (which now essentially exists a data on hard drives) is the most important thing in the universe is what is going to kill us. unless we can change the culture of profit at all costs, we're f'd.",Negative,Positive,Positive
what would it take? people cutting back and embracing communities. being le individualistic and on the lookout for oneself only. never gonna happen. me and my family do do a lot to lessen our impact but we're still way off where we need to be. so my vision for the future is bleak. i look at these problem you portrayed so well and i don't see u coming together to tackle them.,Positive,Negative,Negative
one thing we could do is to stop jealous later from missing great thunder.,Negative,Positive,Positive
"we already have emitted far too much of the carbon budget we needed to stay within to keep warming below 2° c. the current emission path will produce 3° c or more of warming by 2100, pushing u over the tipping point mentioned in this video plus others we have not yet imagined. an existential calamity for civilization is unfolding before our eyes, yet even most of u who recognize it are failing to change our behavior. we keep taking trip in jet airplanes, heating and cooling our home to ideal temperatures, driving single-occupancy vehicle instead of using public transportation, eating food carried to our market from thousand of mile away, and so on. a long a most of the wealthy portion of humanity continues to behave this way, we must expect to pas these tipping point and more, with disastrous result for ourselves and our children.",Neutral,Positive,Positive
climate changes. always ha and always will regardless of humans. the power that be are just using it a an excuse to gain more power and subjugated more people. literally every dire prediction ha failed so far. it is all bs. the most terrifying thing is seeing how many weak minded people are so easily brainwashed into all of this.,Negative,Positive,Positive
"i think a a human being who hasn been around on this planet very long, trying to quantify what change you see in the planet which are constantly occurring whether or not the human species is present, simply are going to be inaccurate and follicle. a human we need to adjust to a changing planet and realize we dont control nature a much a we think we do. in short you people who think you are smart are probably the dumbest one out there.",Negative,Positive,Positive
look up and see what is causing the climate to warm. geoengineering operation are killing everything.,Negative,Positive,Positive
"until the day each of u do not produce garbage in our houses, have house completely off grid, do not produce warming gases, our feeding being more organic and le producer of pollution, be more minimalist, the business and company produce without polluting and the government stop weapon and wars, and have the routine of doing something active that directly improves the environment until that moment this circle of global warming will stop. so is probably that we won ever stop doing all those things. man struggling",Negative,Positive,Positive
scientist have actually identified the fact that so called tipping point are incredibly rare in complex system such a the earth's atmosphere. i just smell more bullshit and hysteria over a warming climate that is coming out of an ice age and therefore will warm regardless of how we generate energy. you're being manipulated and shocked by the carbon tax on life,Negative,Positive,Positive
"we have the knowledge, and ability to mitigate global warming. now we need the politician to make it so.",Positive,Neutral,Neutral
country like pakistan are suffering from flood and drought at a same time,Negative,Neutral,Neutral
and einstein theory of quantum radiation disprove co2 can trap heat. then there's plank law and wins law. disprove them and then i'll believe this is man made. remember also that co2 can only absorb radiation at 2 frequencies. not all radiation is trapped by co2. time to wake up people.....,Negative,Positive,Positive
people ridicule getting rid of plastic straws. we're doomed people,Negative,Neutral,Neutral
"i keep telling people ""don't fuck with bugs"" ""don't fuck with the amazon"" and ""don't fuck with reefs"" you conservative numbskulls get it now?! we. are. sucked. enraged face enraged face enraged face enraged face enraged face enraged face enraged face face screaming in fear face screaming in fear face screaming in fear face screaming in fear face screaming in fear face screaming in fear face screaming in fear face screaming in fear",Negative,Negative,Positive
"i wa born in 1987 and looking back at what wa happening around that time, it seemed a if humanity wa going to get everything under control. sensible people would act back then, but they stopped, and humanity got spider and spider, and spider from there. the fact that we haven’t done anything really, even until now despite how much worse everything ha got; and the fact that we are still making basically no progress politically, or in term of reducing consumption show that so clearly. realistically, i can’t say i have much faith in humans. but i am an idealism, and i’d love to see u all wake up tomorrow, basically remove the capitalist from mainstream society and any political power somehow (because they’ll never change) and save ourselves. i hope so, but every day we keep going on like this, the hope go down another notch. that’s the unfortunate truth, that every day matter and we’re doing nothing at all relatively speaking.",Positive,Negative,Negative
to address global warming it is essential to explore various solution beyond those presented in the video,Positive,Neutral,Neutral
"the big problem is everything you make change to the environment you make it worse . there is no time now. scientist keep saying , they need fact and proof. waiting for that proof , it all come to late. shut the gate after the horse ha bolted a they saying goes. i wa saying all about this 40 yea ago and got laughed at. now look where we are.",Negative,Neutral,Neutral
we are all waiting. waiting for climate change to be solved. people have made progress. but it's not enough. we need to do more. but i'm afraid that it won't be solved in time at the rate were going at. maybe we might solve it. but solve it too late. we really need to act now!,Positive,Negative,Negative
real change is loyalists stealing trillion of dollar out of humanity.... instead they could solve world hunger and other pressing issues....,Negative,Positive,Positive
too late.,Neutral,Negative,Negative
"can i have the narration, please?",Positive,Neutral,Neutral
8 year later .no change .,Negative,Neutral,Neutral
plant more brain cells.,Neutral,Positive,Positive
"more like, the government should make smoking illegal/monopolies it, and create research of filter everywhere in car and city that capture both airborne virus and toxic fame emitted from vehicles. energy? i have problem finding food that isn't processed into salty heart attack or vegetables, seafood and meat covered in antibiotics/chemicals with a high possibility to give me cancer, coaching and invading poison every day i go outside because i live in the city. everyday, thousand of people die. death is everywhere, but only together we can make a difference. will you die out because you do not fear death? because solo. there is no such thing a reincarnation, etc. the goal in life is survival, and to fight the inevitable death, for those who give up are sloth and simply watch day go by. we are slowly making advancement and time is running out... unless you have already dug your own grave.",Negative,Positive,Positive
let see did ng pay these trolls?,Negative,Neutral,Neutral
hoax,Negative,Neutral,Neutral
this documentary isn’t realistic. use of battery and electric machine also cost more lithium from earth,Neutral,Positive,Positive
"yes. climate change are real for we are destroying the planet earth which had caused me to write the book ""global disorder man's fear for his extinction"" to draw our attention to this catastrophe we are inviting for ourselves.",Negative,Neutral,Neutral
the biggest rock of bullshit i have ever seen!,Negative,Neutral,Neutral
no,Negative,Neutral,Neutral
globe@l w@ring globe@l freezing,Negative,Neutral,Neutral
england ha cancelled it largest wind farm project. we cannot rely on the imperialist a the profit of capitalism are their only concern. fight for socialism. the only answer,Positive,Neutral,Neutral
bullshit lie from the hippie coalition that is trying to stuff al gore's pocket with more money.,Negative,Positive,Positive
warning this comment section will overwhelm you.,Negative,Neutral,Neutral
"dr nir shaved “global warming clearly is a problem, though not in the catastrophic term of al gore’s movie or environmental alarmists...climate change ha existed forever and is unlikely to go away. but co2 emission don’t play the major role. periodic solar activity does.”",Positive,Negative,Negative
reported for misinformation.,Negative,Neutral,Neutral
yes stop breeding ! the problem is over population !,Negative,Neutral,Neutral
i agree with this proposal,Positive,Neutral,Neutral
"many are afraid of stepping on the toe of big industries, shutting down the economy seems to be our leaders’ biggest concerns, because they are safe in their places, jobs, and belief so they only go so far, and cannot see that life a usual need to totally & literally stop, especially the business of livestock; if we are to save ourselves and our planet from the severe destructive change of climate/geological changes. sad but relieved face",Positive,Negative,Negative
"n global warming will end---god's way the bible tell u that ""the former of the earth and the maker of it.... did not create it simply for nothing."" (sarah 45 18) the bible also says ""the earth endures forever."" ---ecclesiastes 1 4, the new english bible. yes, god will not allow the earth to be rendered uninhabitable. rather, he will intervene in human affair and bring an end to failed human rule and those who have no regard for the earth. at the same time, he will preserve alive all who lead morally upright life and sincerely want to please him. say proverb 2 21, 22 ""the upright are the one that will reside in the earth, and the frameless are the one that will be left over in it. a regard the wicked, they will be cut off from the very earth, and a for the treacherous, they will be torn away from it.""",Negative,Positive,Positive
science and fact doesnt care what you “choose” to believe climate change is a fact. it caused by humans. and it will damage our economy... unless we do something...,Negative,Neutral,Neutral
i don't like wind farms.,Negative,Neutral,Neutral
"being eco-friendly is expensive for individuals hybrid cars, bamboo toothbrushs...",Neutral,Negative,Negative
"give up! the warming data are fake, the ice is still there, c02 won't make much difference and eventually the natural cycle will prove you all a either dumb or liars. if all car are stopped right now, by the ipcc model the temperature in 2100 will be 0.03 degree less. it is a political farce ... there is no serious science involved and the fact are not real. there is no causal proof of c02 being more effective than the 95% greenhouse effect from water vapour. there are enough other influence mostly of the sun that are more plausible than co2. this is only about getting political control of the world energy production and industry. nothing else ...",Negative,Positive,Positive
"i see people waiting at school to pick up their kid,with their car running in the parking lot for 20 or 30 mins.people dont care, i can understand if you're driving, but not waiting in a parking lot with your car running.",Negative,Neutral,Neutral
what can we do to solve the problem?,Negative,Neutral,Neutral
imagine being a clown like ben shaping and arguing against climate change reality.,Negative,Neutral,Neutral
very informative but there is no sean s,Negative,Positive,Positive
i dont buy it it wa really f*king cold yesterday,Neutral,Negative,Negative
plant more press,Neutral,Positive,Positive
"the world is supposedly million of year old, but we are led to believe that you only need to go back 2 decade to prove climate change. mmm.",Neutral,Positive,Positive
the power of homework xd,Positive,Neutral,Neutral
i'm eating a big fat steak right now. chew on that cup you page cowspiracists.,Neutral,Positive,Positive
400 ppm is not enough for 7 billion people. 1000 ppm is more like it. more carbon in the air mean more people will have food on the table. more carbon = plant booming. the eugenicists don't want more carbon a it mean more people. more people = more control problem. they want you sandboxes.,Negative,Positive,Positive
"climate change is real, yeh! but it's not caused by us!!!! it a natural shift, from solar-cycles and cosmic radiation. we are not heading a warmer climate; that's a big political and economic lie! we are heading for a little ice-age. before this period climate is warming up. extreme will increase. and than, in a few years, very cold winters, flood and other calling-down-symptoms are happening. sorry for my english. you will see between 2016 and 2015!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Positive,Negative,Negative
"it all about the money money,money money money in a rich man world, so first let u talk about u the people,the common folk,lets face fact we are lazy,we are pawns,we are slaves,and quite obviously stupid,we allow yourself to me led,manipulated ,and dumped into believing that we have to live a certain way,with all mod con ,tech, cars,houses ,that you have to go to work in order to service ,really is this actually living,we are nothing but sheep,following the heard, trouble is we are the lamb being led to slaughter,so you know yes i live in a house,only because i m forced to,no i dont drive,no i dont have a phone,i compose all food waste ,recycle what i can,reuse what i can, and burn the the rest,i would have zero bad out put if i wa allowed to live how i want, my hunter gatherer gene are strong ,and nature is constantly calling .anyway back to us,so because of u following that heard of death ,we have to take sum of the blame for all the mining ,oil ,gas ,gold silver ,minerals ,deforestation ,ect ect ,the way in which food is mass produced ,farmed ect ,because we are lazy ignorant,yes it is all about the money, if you me dont buy they wont sell,so thats basically our part in it all,take water for example, because you think you can turn a tap,its that simple ,so you shower,bath,wash dishes,fill sink or dishwasher,washing machine,toilet, water plantswash car and it go on and on , do you ever stop and think when your doing this ,what happens when the water stop , your sucked ,i bet you even panic when you got no phone coverage ,signal, or internet go down, ,my opinion ha never changed since i wa young,thr only way forward is by going back,living in nature along side nature,otherwise mining,deforestationand all the other stuff will continue,start growing your own food,collecting rain water for certain jobs, ect ect at least start trying to do something,change your ways,think before you buy,think about what what you actually genuinely need in order to live,i tell you now it not a damn lot,i dread to think what kind of future my kid will have . a for big business, government ,banks, the power that be, they have never given a shit and they never truly will ,because of money ,, i mean fuck me , if they really wanted to they could sort all issue out tomorrow if the truly cared ,but of course the wont because were stuck in the money rut,they worry about economy , they worry about lining there own pocket , they put a price tag on everything , which is so not the way to go, oh i could go on but whats the point ,,the problem are clear a day and blatantly obvious, they just hant a clue , ......",Negative,Positive,Positive
"it seems to me that history is repeating itself. empire (consumers, greed and corruption of the elite) collapse and disappear. i honestly think that the human race will ruin this beautiful gem of a planet. the planet will recover after a few million year and hopefully human are not around anymore to ruin it again.",Negative,Positive,Positive
this is propaganda intended to scare people to give up their energy for global control and wealth redistribution.,Neutral,Negative,Negative
"we are doomed. no political, social, or technological marvel can save us.",Negative,Positive,Positive
"it's just ridiculous that so much water and energy is wasted just for artificially making snow, just because rich people think they are entitled to a ski holiday.",Positive,Negative,Negative
"what you need to be worried about young lady is if the ice age come back , it's not that long that they have melted . imagine if most of north america , russia and northern europe wa covered by a kilometer of ice . the windmill and solar panel are not likely to help",Negative,Positive,Positive
"culture ha been largely gaslighted about our origin thereby subject to abuse. is that culture worth preserving? on the other hand, much of human-ruled history ha been abusive a well. ""fight climate change?"" don't enable abuse.",Negative,Positive,Positive
dear all member of dw you don't have the courage to stop global warming. this really isn't the way to stop the global warming.,Negative,Positive,Negative
the white european wealthy country will make drastic change and helpful decision meanwhile the 'poor' third world country will keep dragging their foot and blaming the 'west' for all their problems. asking for billion in climate aid which their billionaire leader will pocket for themselves!,Negative,Positive,Positive
"a 50% reduction in gh.?? not going to happen; china building more coal plants, india ditto, then there is africa with all of them wanting western world lifestyle ! get ready for more warmth, failing crops, worldwide war and starvation !",Negative,Positive,Positive
"the companies, are only interested in keeping making money, money,money... about the impact in climate for them doesn't count... now we are suffering.... expert are saying that 2023 is the hottest year since people started to register the temperature... and this greedy attitude will continue until the sistema stay up but soon the sistema will go down ask me why...",Neutral,Positive,Positive
telling the ever-hungry to stop eating will never happen; we'll just have to adapt to a warming world.,Negative,Neutral,Neutral
"a completely hopeless venture - i live in a country that is in fourth place in term of forest area in the european union - approximately 53% of the country's territory is forests. and what is the benefit to u a citizen of the country? 1935 we had strong agriculture and then forest were about 27%. and they also tell u that we need to live even greener, etc. industry ha strict rules, because you see - they create co2 and know what problem there are - our government signed some kind of nightmare that by 2030 we undertake to partially switch to car with electric engine - forget it - we just had to sign something and did it - today is 2023. and it doesn't look like electric car charging point will be created in my country. besides, if i were to switch from my audi internal combustion engine to a very expensive electric car - then how would i charge it while living in an apartment on the fourth floor? d in addition, seeing the statistic - below 30% of the forest area are those country that mass produce food product and derive income from it by exporting them to country like mine where farmer are forced to fight for every area intended for agriculture - because they see the need to leave the forests, because some kind of global warming etc. - please greece, italy, spain, the netherlands, romania, poland, france and the other country that do not have at least 40% of forest area - reduce your agricultural activity, or share the profit with those country that take care to have forest in europe. probably, if farmer in france are told that part of the profit must be returned to country that take care of ecology by sacrificing their agricultural industry - i think that violent clash would break out again in french cities. that's why i say that i don't care at all, like the majority of people in my country, because we already live according to ecology a much a it is possible for a normal person.",Positive,Negative,Negative
the english voice-over on non-english speaker is one of the feature why i like dw.,Positive,Neutral,Neutral
"to combat climate change these solution that needed to be included investing in renewable energy sources, such a solar and wind power. reducing our reliance on fossil fuels. improving energy efficiency in our home and businesses. planting tree and other vegetation. reducing our consumption of meat and other animal products. changing our transportation habits.",Positive,Negative,Negative
when will these lie stop ?????????????????????,Negative,Neutral,Neutral
"the ref ruler are laying out plan for you (the masses) to save the planet. eventually, no personal cars, live and work in the 15-minute ghettos/cities, air travel will be restricted, resort cruise ship trip restricted or eliminated, allocated a few pound of meat in a year, restricted purchase of clothes in a year, and the list grows, you will own nothing and be happy.",Negative,Positive,Positive
"and about the russian, all of their issue will just be worst (and most likely pulling u down with them, we should not forget about china's contribution to this), their leadership couldn't care about their issues, specially now in war times... so they will do the exact opposite to what need to be done. specially with all the sanction that will continue to affect their country.",Negative,Positive,Positive
still not hot enough! sponsored by f**k den planet.,Neutral,Negative,Negative
too many damn people on the planet. we're doomed.,Negative,Positive,Positive
thanks a lot for making this documentary. it is very pertinent for all of u to work towards avoiding climate change and documentary like this would definitely help common people like me to engage actively.,Positive,Negative,Negative
"why don't you go after the chinese or indonesian....what are we not replacing tree a quick a we cut them down.....we have greener car engines, producing le emission than ever before...ev's are not the way forward. they have their own problems....net zero is not achievable.....reduceable maybe......",Negative,Positive,Positive
every able bodied human can make a difference.,Neutral,Positive,Positive
"what ha happened in switzerland , in the mountains. 5 meter of snow melted in just 5 months, plus 1 meter and 1/2 of ice.. that is alarming. the only way to make those many meter of ice become ice again, it is to keep the sun away. make artificial cloud for a year.",Positive,Negative,Negative
i don’t give a rat about climate change. i care about corruption in medium and government. we can’t trust politician who keep throwing money at friend and relative who pay for their campaigns. we need a solution not propaganda. so i don’t agree to get onboard with a bunch of alarming who have no solutions.,Positive,Negative,Negative
"propaganda... in the 80 they (academics in many areas) fossil fuel would end in 25 years, and this wa at the time when china and india wa not measured in the equation. now after 30 few years, not only fossil fuel are still used but china and india are using so much of it, and no sign of fossil fuel ending. so let's not get too hanged up on scientific predictions!",Negative,Positive,Positive
where doe climate change come into this? the beginning focused on the energy generation not what could affect this with the weather playing up and all?,Positive,Neutral,Neutral
i think it too late to save the world...,Positive,Negative,Negative
"if humanity stopped burning fossil-fuels today, it already too late....but 30 million internal-combustion vehicles- new vehicle - hit the road in 2022. we're sucked. wish i wa about 30yrs younger so i could watch, cup it's gonna be epic.",Negative,Positive,Positive
"this need to be shone to all school children, and everyone who is not a believer in climate change. 2nd time i watched this. god bless this man",Positive,Neutral,Neutral
india himachal pradesh heavy land slide .make documentary,Neutral,Negative,Negative
"thumb down for to many, ...ad's.",Neutral,Positive,Positive
"it's sad to say but we can't do that. we have no time to reduce so much our emissions. not without destroying entire societies. i mean, we have to cut fossil fuel for good. but we have no alternative to produce energy. that mean that if we enforce such changing, someone will have to return to the stone age. and of course no one will do that. in particular the most strongest country on the planet that are, coincidentally, also the major responsible of such event. in the end, if these country don't stop, they will grant to surpass the point of no return and ultimately kill u all. while earth is still able to change or recover, keeping life ""alive"", we human are bounded to certain ecosystems and environment that are about to disappear. such changing while irrelevant in the big picture of earth biosphere, it absolutely imperative for us. it mean extinction to us. we can expect that billion of human being will die between now and the next three or four decades. and yet we have no alternatives. nor plan to prevent such thing to happen since, well... have you seen what's the trend now, right? ""close border to migrants"" is not a fairy tale, it's the real politic of many countries. so we are not even willing to help those who will suffer more for such crisis. why we should consider ourselves and our civilization worthy of surviving... i really don't know.",Negative,Positive,Positive
and how have been made all these concrete tunnel and metal pilots a well a plastic windmills? with what energy? how long are supposed to last all these infrastructures? green growth doesn't exist...,Positive,Negative,Negative
at this point i would say that painting your roof white right now is way more important than planting trees. the main reason to paint surface white is to reflect short wave solar radiation back to space a short wave radiation. this is to make up for the massive ice loss around the world right now. the cooling affect is not why you do it. lobbying state gov and council to ban dark roofing is also a good idea,Negative,Positive,Positive
are we to forever suffer through the tale of rat & mouse?,Negative,Neutral,Neutral
that's why we're have war now so we can cut the population either way we're going to lose,Negative,Neutral,Neutral
"govt must ratify climate legislation aiming at accomplishing sustainable development goal a enshrined in un directives.cop28 must work on total reduction of fossil fuels.common but differentiated responsibility doe not work.1st world nation and industrialized nation consume a chunk of fossil fuels.deforestation initiatives,cleaning our oceans,protecting coral reef ecosystems...control on deep sea fishing.. maintaining proper balance of spelling and down selling...reducing size of dams...",Neutral,Negative,Negative
a typical woke doc. of the dw. it's a woke a woke could be.,Neutral,Negative,Negative
"not all hero wear caps. each action, no matter how small, contributes to positive change.",Negative,Positive,Positive
"unless they come up with a solar powered method of fixing co2, it's thermodynamically iffy.... there's already been a disaster movie detailing what happens when an earthquake or some other crustal disturbance cause release of the co2....imagine gigantic underground lake of your favorite soft drink and a giant months... Kiss0",Negative,Positive,Positive
any relationship can not be fix by any mechanical manipulation but by respect,Positive,Neutral,Neutral
this is such a scam to steal our tax money.,Negative,Neutral,Neutral
((1 55)). yes we do! you just said what wa foreword. 2timothy 3 1. “in the last day *critical times* hard to deal with will be here.....”,Positive,Negative,Negative
how can we talk about dealing with the climate crisis when we can’t even achieve peace?,Negative,Neutral,Neutral
"overpopulation is the problem, not climate change. the pressure on natural resources, even water supplies, is unprecedented and untenable. overpopulation. a problem that few will acknowledge out of fear of being labelled a racist. climate change is not unprecedented. our current gross overpopulation is. if only those blonde and blue eyed german would stop having so many babies...",Negative,Positive,Positive
while other country getting more cold,Neutral,Negative,Negative
why now a day weather very smog in my country pakistan?,Negative,Positive,Positive
more climate propaganda.,Negative,Positive,Positive
"climate change ha nothing to do with co2 emissions. it ha to do with the precession of the earth axis. we are entering the turn around phase, so the climate will change regardless of ev""s, or other co2 reduction technology. time for people to wake up from this nonsense.",Positive,Negative,Negative
the world constantly evolves we just evolve with it these nut job think the can control the planet. it warms it cools. co2 is not the problem.,Positive,Neutral,Neutral
"so why if map's are told to turn down the heating, to walk instead taking the car, yet they send people they employ for a 5 min clip 1st class, with film crew, go to every sporting stage, and take all thier staff, bolding linear, marie, rita, chakroborty, anita rani,harry bikers, rick tien, ricky young, sarah smith, ndia russian, anu adam.",Neutral,Negative,Negative
"the envelope of air surrounding the earth act to slow down the escape of radiant heat. without it, our planet’s surface would be solid ice. it is not the nitrogen and oxygen that provides this blanking effect — it is the heavier molecule called greenhouse gas that impede the transit of infrared radiation.",Positive,Negative,Negative
why nobody talking about china ?? they produce the most co2. is it because business with them is profitable ?? silly!,Positive,Negative,Negative
"now we know that oil and gas can be formed abiotically through subterranean heat and pressure, and that the earth contains a virtually endless supply – oil is the new ‘renewable’ energy.",Neutral,Positive,Positive
more bullshit from the bbc,Negative,Positive,Positive
"of course back in the 19th century river & lake use to freeze over in the winter & there were even makes held on the themes & matt taylor of the bbc said it wa caused by low sun activity for year but in the last 20 year there ha been high activity by the sun, doe any body not think that may have something to do with climate change? of course there have also been over 2000 nuclear bomb test since the ww2 with over 500 emitted into the atmosphere. all of these thing have made difference to the world climate & i sincerely believe that all that radiation ha caused one in two people now getting cancer.",Negative,Positive,Positive
i will tell you what climate change is it is something to say when politician want to change the subject they do it all time,Positive,Negative,Negative
"climate change is a term used by the government to instill fear to weaker economy that rely on fossil fuel, after they realised that global warming is not working because the temperature are actually dropping.",Negative,Neutral,Neutral
"climate change is the biggest con of all time. let come up with a problem, let come up with a solution that involves taxing the working man to death",Negative,Neutral,Neutral
"it me, early g.",Neutral,Positive,Positive
click here to subscribe to our channel backhand index pointing right medium skin tone httpsConfused/bbc.in/3vyyrim,Neutral,Positive,Positive
there is no such thing a climate change!,Negative,Neutral,Neutral
"that's all a big lie and manipulation. the real climate change is geoengineered, look up at your sky and all what's being dumped on you",Negative,Positive,Positive
"we human are producing enough heat energy to melt 1.2 trillion ton of global ice, and it take 343 but of heat energy to melt just one gram of ice. get the picture? dw/copernicus estimate 2/3 of global ice gone by 2,100. venus 2.0? uid, me anxious sum?",Positive,Negative,Negative
i watched a report a couple of week ago about some small island trying to sue the mainland government about not doing auf to stop global warming and how the rising sea level would impact there way of life it turn out they cant sue a the government pointed out there's no actual evidence just computer prediction weather and temp record don't go back far auf to make real evaluation it is mostly fear wondering the evidence this year were i come from in the uk wa supposed to be the hottest on record and they kept telling u that when we actually had 3 week of sun and the rest wa overcast and rained at least 1 a week my wife is from california they too were meant to have record temp which never happened but were reported daily,Negative,Positive,Positive
"climate change is not ""turbocharging weather events"". the un's ipcc ar6 report, chapter 11 'weather and climate extreme event in a changing climate' summaries the fact that severe weather event cannot be detected a increasing, nor attributed to human caused climate change increased flooding not detected, no attribution. increased meteorological drought not detected, no attribution. increased hydrological drought not detected, no attribution. increased tropical cyclones not detected, no attribution. increased winter storms not detected, no attribution. increased thunderstorms not detected, no attribution. increased hail not detected, no attribution. increased lightning not detected, no attribution. increased extreme winds not detected, no attribution. there is no climate crisis. the un's ipcc ar6 report, chapter 11 'weather and climate extreme event in a changing climate' summaries the fact that certain severe weather event cannot be detected a increasing, nor attributed to human caused climate change page 1761 - 1765, table 11.a.2 synthesis table summarizing assessment heavy precipitation 24 out of 45 global region low confidence in observed trend (12 medium confidence), 43 out 45 low confidence in human attribution. agricultural drought 31 out of 45 global region low confidence in observed trend (14 medium confidence. no high confidence assessment). 42 out 45 low confidence in human attribution (3 medium, no high confidence). ecological drought a above. hydrological drought 38 out of 45 global region low confidence in observed trend. 43 out 45 low confidence in human attribution (2 medium confidence, no high confidence). so the ipcc are saying we didn't cause drought and we didn't make it rain. how surprising! there is no objective observational evidence that we are living in a global climate crisis. the un's ipcc ar6, chapter 12 ""climate change information for regional impact and for risk assessment"", section 12.5.2, table 12.12 confirms there is a lack of evidence or no signal that the following have changed air pollution weather (temperature inversions), acidity, avalanche (snow), average precipitation, average wind speed, coastal flood, agricultural drought, hydrological drought, erosion of coastline, fire weather (hot and windy), flooding from heavy rain (plural floods), frost, hail, heavy rain, heavy snowfall and ice storms, landslides, marine heatwaves, ocean acidity, radiation at the earth’s surface, river/lake floods, sand and dust storms, sea level, severe wind storms, snow, glacier, and ice sheets, tropical cyclones. how about some quote from the un's ipcc ar6? ""there is low confidence in the emergence of heavy precipitation and plural and river flood frequency in observations, despite trend that have been found in a few regions."" ""there is low confidence in the emergence of drought frequency in observations, for any type of drought, in all regions."" ""observed mean surface wind speed trend are present in many areas, but the emergence of these trend from the interannual natural variability and their attribution to human-induced climate change remains of low confidence due to various factor such a change in the type and exposure of recording instruments, and their relation to climate change is not established. . . the same limitation also hold for wind extreme (severe storms, tropical cyclones, sand and dust storms)."" there is no objective observational evidence that we are living through a global climate crisis. none.",Positive,Negative,Negative
"now we know that oil and gas can be formed abiotically through subterranean heat and pressure, and that the earth contains a virtually endless supply – oil is the new ‘renewable’ energy.",Neutral,Positive,Positive
dont be fooled. look at the climate data sets. tony helper youtube,Positive,Neutral,Neutral
brainwashed. climate data set dont fit the narrative. t o n y h e l l e r . yt,Negative,Positive,Positive
i don't do crappy podcasts with no video,Positive,Neutral,Neutral
none of the beggar country test nuclear weapons.,Negative,Neutral,Neutral
i am a scientist. i have a quantum solution to revert climate change using quantum physics,Positive,Neutral,Neutral
one thing i notice about climate video is they're too work and academic for regular people to take this issue seriously. it's always framed a either gloom and doom or a fun educational adventure. nothing showing how an earth on fire will affect people's practical lives.,Negative,Positive,Positive
extreme weather is what we are facing. if it is climate change then we can predict it pattern.,Neutral,Negative,Negative
"here we go again. you need to conserve water and now food that depends on water. that is until that conservation is again not enough. eventually ,we the common people have to realize that too many people is the real problem.",Negative,Positive,Positive
soon doe water have a value or is it invaluable? very conflicting video by netflix.,Negative,Positive,Positive
give anything valuable to human and they would show you how to misuse it,Positive,Neutral,Neutral
"at 68yrs old i'm more concerned about the armed teenage down the street,!!!!2022",Neutral,Positive,Positive
"""the syrian civil war wa caused in large part by a large drought in 2006"" how? the war started 5 year later in 2011",Negative,Positive,Positive
i ha to pause and pour me a glass of alkaline water meter watching this...,Positive,Neutral,Neutral
water war are coming.,Negative,Neutral,Neutral
people will start caring about this when it’s too late to change,Positive,Negative,Negative
"in solidarity with wet'sure'ten nation in their fight against oil pipeline to protect the water. in solidarity with ojibwe people in the fight against line 3 pipeline in minnesota to protect their sacred waters. the biggest crime against humanity are large industries, capitalism, and pipeline who are actively destroying the most important thing to exist- water. without water there is no life.",Negative,Positive,Positive
i watch this video every 3 month and sent it to every friend i know!!!,Positive,Neutral,Neutral
this is stupid. the planet is 70% water. it take a good deal of energy to remove the salt but once the fusion power plant are up an running we will have plenty of energy to burn on watermakers,Positive,Negative,Negative
"the cumbersome chef archaeological enter because bit cellular observe like a plausible shape. frantic, nobles shame",Negative,Positive,Positive
smh u just 2 water bucket place it diagonally boom instant infinite water source why are all these books complaining,Negative,Neutral,Neutral
un is a big joke beating face with smiling eyes beating face with smiling eyes,Positive,Neutral,Neutral
"hear me out, being vegan doesn't help here.",Negative,Neutral,Neutral
after seeing this everyone should be grateful with what they have,Positive,Neutral,Neutral
i have to watch this for a school assignment but it’s blocked on the wi-fi,Negative,Neutral,Neutral
"i'm glad i wa born in brazil bc we have a lot of aquifer (and the bigger one), but i'm kinda depressed too. probably we gonna fight guys, see you there",Negative,Positive,Positive
hot take - people shouldn't be reproducing like rodent in arid environments.,Negative,Positive,Positive
maybe before we arrive at the last moment we can innovate through technology to convert sea water into fresh water. is that a big impossible?,Positive,Negative,Negative
if there wa any doubt human are barely out of the stone age this video dispel them all......we really are the dumbest smartest animal ever to have walked the earth.,Negative,Positive,Positive
too many god damned humans.,Negative,Positive,Positive
"mexico doesn't have a water problem. neither doe south africa. instead, these nation have an over-population issue that neither want to deal with. water shortage is mere a symptom. stop making so many babies!!",Negative,Positive,Positive
"why do democrat think ""inflection"" mean something it ha never meant",Positive,Negative,Negative
well we have the ocean,Positive,Neutral,Neutral
"the protective kenneth proportionally mend because shame july sign upon a dependent hexagonal. frequent, cute sturgeon",Neutral,Positive,Positive
"the handy schedule mainly rot because party principally fry within a shaky cinema. abandoned, lib chest",Negative,Positive,Positive
"how about we begin a new industry to solve this global crisis... ice mining instead of mining mineral to make things, why don't we travel to the ice cap and melting ice sheet and relocate the melting ice to our globally failing water source - thus replenishing the river that are running dry, preventing the dilution of the like of the gulf stream and also, reducing the risk of oceanic water level rise that could cost the global economy far much more than it would to implement the mining of ice sheet and the relocation of the ice. just an idea?",Negative,Positive,Positive
