Comment,sentiment
"there is no climate crisis! that is a scam, a new way to drive people into poverty, buying solar panel and crappy electric car",Negative
there is no climate crisis.,Negative
"dw, when you discus this subject, how come you don't look into professor simon michael's work on the subject?.. thinking face face with monocle",Neutral
note. also people forget we are in ending of ice.,Negative
"i have a idea to produce electricity, i believe this process should work if you want only then i can share??",Positive
"there is no ""climate crisis"", there is a perception crisis. these cycle are 100% natural. co2 is completely offset by plants, a designed by nature, and our co2 level have fallen below optimal level for plant growth. we are merely at the end of an ice age. the earth ha been much, much hotter than it is right now many time before. to wage a war on carbon, is to wage a war on carbon based lifeforms.",Negative
is there a climate crisis?,Negative
renewable will work 5 to 10 year from now,Neutral
no they will not renewable power cause more so called greenhouse gas then using coal and oil,Negative
"the entire opposition is a farce. human have little impact on climate. it wa warmer 1000 year ago. greenland wa half green; it isn't now. england wa producing more and better grape than france - how is grape growing doing in england these days? if we have an impact it isn't co2. what is closest to the percentage of co2 in earth atmosphere? 20%, 10%, 5% 1% or 0%. the answer is 0%. co2 all together is 0.04% and human co2 is 0.01% closer to nothing. use your brain.",Positive
when german car maker still make internal combustion cars.... when german closed perfect functional nuclear power plants... what hope can be ??? none.,Positive
misleading and wildly oversimplified.,Negative
"feel good reporting at it finest. the climate crisis isnt the problem - overshoot is the problem. the only way to avoid the climate crisis is for massive amount of people to die off, very suddenly and very soon. and even then +2 degree from pre-industrial is still 'baked in' we've already lost the fight; and it happened decade if not a couple hundred of year ago. there is no tech-ing our way out of this. technology to reduce our consumption is like putting a catalytic converter on a v8 suv, and claiming that will solve the problem. the problem is the v8 engine and the 4000pound vehicle that go with it.",Negative
"all research will lead to carbon beyond 350 level! world will end before they finish. no way to maintain those installation without mining, coal n fossil fuels.",Negative
"no, the climate crisis is already here and won't end long after we stop burning fossil fuels. renewables together with nuclear power and hydrogen production are the answer for the energy crisis we face in the transition to carbon free economy. also worth mentioning the electrification of the economy, from stove to melting steel we need more electricity than never, don't forget city to nation wide rail transport.",Negative
solar panel in the 1980s...windmills thousand of year old...electric car and bus shut down all because of human greed. highly doubt it even close to stoppage let alone reversal. sad future.,Negative
thanks dw,Positive
"if solar energy is just sun wave ? then can't ""we"" make some cell that is powered by radio wave or microwave instead ? since it all just waves. so we could make wireless electricity. so i plug in my radio box that probably would look like an internet hub. then my lower energy device have a radio cell that constantly charged a battery. i could plug one into the back of my tv instead of the plug. we have solar cell and now i need radio cells.",Positive
"here is the limbs test how much of an impact did forcing electric vehicles, carrying our grocery in our laps, and drinking through melting paper straw already had in ...stopping ""climate change""? if your answer is zero, pitch, nada, then you are correct. ""climate change"" is nothing but a loyalist con, stealing trillion from the u and europe in order to prevent societal motility, destroy the middle class and eventually rob these nation of their sovereignty.",Negative
oh no grinding face with sweat,Negative
usa trump cause climate crisis,Negative
"too little, too late face with tears of joy",Positive
"space solar power?!! so to produce lot of emission for the idea of capturing solar energy from the while there is still a lot to do with the solar technology on ""earth"" ... what a waste of money and time in this critical time",Negative
there is no crisis except big government totalitarianism. thats the real crisis.,Negative
there is no climate exists.,Negative
nothing more than propaganda from company trying to cash in on the so called climate crisis!!,Negative
"at 5 47 ""wind power cover half of denmark's usage"" only mean electricity consumption. most energy in total is still fossil...",Positive
"for me the question is not if it is possible, it is the only way to save our future with similar temperature and so also getting food. so for me it mean also using le energy, a long we can't solve it with solar or wind and other. private i saved electric for long years, even sweating by 32 c in the room, deny to open the air-con (as electric here near 60% gas and 20 % coal). now with 99% solar i can open with relax. the human mankind ha to act similar, until we can feed our need with renewables.",Positive
"of course not, the climate change we are seeing is all natural!",Positive
"technooptimism on steroids. there is no such thing a green energy! there are replaceable energy harvesting machines. if all this is so green, where is the full life cycle assessment of all these so-called green energy solutions. here in australia we could produce 250 th using solar pos but that would require replacing 20,000,000 solar pos per year. a full life cycle assessment will show that so-called green energy is very brown and toxic! when are we going to wake up. how many birds, bat and insect do we have to kill with wind turbine to support our anthropcentric madness?",Negative
"i don't see the price of electricity going down with these renewable technology in the market. in 2020, they should have proven we don't need fossil fuel if they could have stabilized the energy market, however, they could not. today, germany ha got very high energy crisis even with the renewable device in place. this is all being exaggerated.",Negative
"china,us and west make green a tool of blackmail and make money thatswhy thatswhy world not united tharswhy no improvement in enivorment",Positive
16 33 16 59 imagine imagining street building roof all transportation vehicle panel are solar renewable energy! street step the glass door window all renewable energy?,Positive
ja right reneweblesTongue,Neutral
tenure university professor always claim there are huge job opportunity in their shallow and narrow field of view but that never fit to reality. beating down solar power with electromagnetic wave are extremely bad idea!,Negative
"capitalism - cannibalism. it's like police is trying to catch drug smugglers... revolution is necessary for decentralized system, where people will have power, right to decide and change.",Positive
oil production is predicted to go way up over the next decade. humanity is it’s own worse enemy,Negative
"if renewable energy is so important for germany, why did they built a solar panel industry just to give it to china and why are their current windturbine manufacturer leaving germany if their production is important for germany energy future?",Positive
"yes. the global economy will also dramatically improve it profit margins, a well. energy price will start to decline, a reliability will rise from the middle term out.",Positive
2023(gregorian) “respect and dignity.” furthermore,Neutral
even a broken clock can be right twice a day - but time is still man made,Negative
it too breaking late,Neutral
2050 is far too late,Neutral
"of course not you creating, it's a long natural process and human emission merely count for 5% of the total natural emissions. we are simply approaching the end of the 5th lower cycle of the 6th upper macro cycle which will move u into the 7th one which is a new ice age... it will take roughly another 4-600 year to happen climate ha never been steady on earth only the change are very slow (hundreds of million of years) so people are fooled into believing that minor change among the huge slow change are meaningful but they are not...and especially we can't do anything about it this is the consolidated science (climatology and geology) of the last 300 years... yours is the bullshit of the last 300 day after ""covid"" failed a a mean to force humanity to change",Negative
"whatever little is being done right now aint meant to fight global warming and pollution, it is meant to protect the rich society, they getting ready for the collapse, only one percent will make it and maybe be able to rebuild society… the rest 99percent are just disposable cheap labor",Positive
"just propaganda for naïve, politically correct progressive. dw is good at it.",Positive
"lot of appreciation for dw to provide such a great insight of energy transition. such a hard work in research about these energy project that might take thousand of minutes, but we get know about in just 17 minutes. keep doing effort in making u realize how energy transition is important and how's it possible practically.",Positive
"disappointment on these information world are not europe even better it's an old continent old people and low population every year... the world population are located in india; china, indonesia, latm... etc. they new energy for poor people not these "" green "" energy solution that they want to sell everywhere... renewable at these moment are not the solution for the world requirement.",Negative
people are failing to stop a virus that kill them directly for 4 full years. it wa a million time easier to do than stopping climate change. good luck.,Negative
china is world leader in solar energy.,Positive
note! thats your realistic summary.,Neutral
"analysis need to broaden the timescale to focus on the beginning with effect of having to use live tree for stove and charcoal production, and on the end with effect of having run out of fossil fuel with no proper alternatives. developed. and the astounding effort sandwiched between to save humanity from a 'back to the storage' demise.",Positive
"with all these nice stories, i wonder why the emission of greenhouse gas and the production/consumption of fossil fuel reached record value in 2023? thinking face",Positive
"why so much focus on large solar farm over rooftop or small local solar solutions? yes the large plant are cheaper to build, but how much do the transmission line cost to build and maintain. plus the loss of energy over distance traveled. there are plenty of large shopping centers, in the u at least, that could easily have rooftop solar installations. and the we can cover the parking lot around them a well. local generation seems like a much better idea.",Positive
"the absolute climate-culprit is the vacuum ""cleaner"", it polluted way more than it clean 10 gram of dust in average pr hour while burning about 850 gram of fuel in a power plant they should be banned or at least made with motor that produce 0% waste heat",Negative
"will renewables stop the climate crisis? the answer is no , a single volcano eruption will make more co2 then 1000 year human will make , now is co2 high the answer is no co2 is the lowest in earth history actually it is dangers low , always seek true knowledge and read true data .",Negative
you’re not considering how long it will take to dig the mineral and metal out of the ground that you need to do all of this. once you understand what this mean you will also understand that what you want to do isn’t going to happen. search for “simon michael” and understand what he says.,Positive
fake. these solar field are increasing temperature + no greener city,Negative
wouldn’t it further increase the temperature of the earth if you now pump energy from space? or the idea is that it replaces fossil?,Positive
"meanwhile, germany build coal plant and shutter nuclear. also... they closed their solar industry long ago. oh, and they sold off their semiconductor industry before the boom. mercy sold off the process and ip for lithium ion production in the 90's. now germany pulled by 95% of the funding for german battery research. but german regularly protest to express their feeling on blm at fff. generation and generation of bad move and poor posting. facepalm",Negative
"you can't beat climate change, because climate always changes. all you can make is slow down human contribution down a bit, earth changed climate dozen of time without people even existing...",Neutral
"since it's a question! no. what could reduce global warming in the short term is the urgent change in the human diet to plant based diet, lab protein and vertical farming. and finally residing the planet by planting forests. contact rito, planetary restoration consultant.",Positive
bye bye german economy.,Neutral
short answer? no. long answer? also no.,Negative
"the planet climate always change for 100 of million of year which killed and created life, humanity cant control nor change it just speed it along",Negative
siemens is bankrupt,Negative
why is the german press so preoccupied with climate bull$$it? it really is a mental disorder.,Negative
"good overview of the exciting thing happening in academics. is there a similar in-depth overview in the practical progress ongoing today. for example, how australia is using solar and battery power. my home state ha shut down it coal plant because renewables are cheaper. showing the practical progress like in denmark and china will get people excited in stem. also, more fact and figure on how industry is starting to aggregate around stable cheaper renewable energy. this will help industry offer more focused support for the transformation.",Positive
big no,Negative
why are the german always speaking german in your documentaries?,Neutral
"travel commercials, instantly. face with tears of joy face with tears of joy",Positive
in order stop the climate crisis. we need a cheap and scalable technology for entire world. not just one country. just like covid vaccine,Negative
"renewable source of energy will help create new economy, sustainability and reduce fossil fuel consumption which is the major cause climate change and global warming. all the environmental degradation cause by mining, deforestation, and fossil fuel remain the major influence of climate change. our source of energy will always determine how we will live our life in decade to come.",Positive
what about radiation from the beam in bring back solar connectivity from outer space?,Neutral
"yes. turbine have a 20 year life expectancy. once the blade have expended their life cycle, what happens to them? clue they are made mostly, if not totally of non-biodegradable materials. one video showed them being buried. nice. a long a a football field or longer. nothing more than a money grab and power grab. to make these component requires steel, copper and other product that must be used in the manufacturing of those components. the whole climate change ha been prophecies about again and again for decades. each prediction ha been proven false. the deadline have come and gone along with the so-called ""disasters"" that never came. doe anyone think the pollution problem of plastics, electronics and component of a gigantic size will be lessened? think again.",Positive
"wind and solar energy are safer, cleaner and cheaper than fossil fuels. cheaper win !",Positive
climate crisis face with tears of joy,Negative
"climate crisis??? what climate crisis???? the one being imposed by the woke agenda for more than 40 years???? no man can ever outsmart or outro nature, and scientist do know that climate is changing, ha been changing and will always be changing, that's why this climate crisis a we are being fed, is a huge hoax...!!! this global social experiment will not end up well for million of people, but unfortunately, it seems that we are stuck with it because of of all the fear imposed on the uneducated and gullible masses. ignorance is the mother of all fears, and the ruling elite and the status quo know it very, very well...!!!",Negative
"i don’t think this video answer it own question. however, it doe look a though part of the global heating phenomenon could be mitigated, and perhaps solved. the video would benefit from several more addressing other contributor to global heating such a food production. and then there’s the biodiversity extinction event currently occurring. so, an interesting, informative and hopeful video and one part of an array of ‘solutions’ to our self-created predicament.",Positive
"i can't love dw more, so nice, inspiring documentaries. amazing to keep u update on the new technologies. it is my second best television broadcaster just right after bbc.",Positive
"every energy ha limitation but human ingenuity is endless. we can transform our future simply by not giving up and pursuing goal of making future better for the next generations. all what’s needed is strong will and hard work. word r cheap, but action which transform reality have incredibly long lasting, future proof value. le obstruction, roadblock on the road, clearer path, leader process and most importantly global cooperation of the heart & mind can bring to life wonder of human ingenuity. inspiring docu, thx dw! thumbs up heart hands",Positive
wind power is pure waste. build nuclear plants. stop polluting.,Negative
climate change is world piece of s*** i mean elite playing with harp,Positive
climate change is nothing more than a false religion where the creation is worshipped instead of the creator.,Positive
"i certainly admire anyone's passion, to clean up the planet, but it seems, that a some people's passion grow....their brain shrink. a a power engineer for 42 years, here is what i know. roughly 75% of our electrical demand (our lights/heat/air cond./phones/internet/etc), that we take for granted, is supplied from fossil fuels. roughly 25% come from nuclear plants, hydro plants, windmill & solar panels. biden & trudeau (for u canadian), shutting down the oil & gas industry, doe not solve anything. if fossil fuels, still make up 75% of the supply, to fill the demand, if we're not drilling/processing the oil & gas..........the 75% of demand, ha to come from somewhere, otherwise we'd all be sitting in the dark, with no lights/heat/air cond./phones/internet/etc....the fact is this biden & trudeau are shutting down the oil & gas industry here in the sofa & canada, and spinning it, that they're doing it to clean up the planet, but are actually still burning the oil & gas, to supply the 75% that we need........but they're buying the oil & gas from saudi arabia/middle east & venezuela. having typed all of that, the cure is not to stop burning fossil fuels...........it's to stop burning the bad/toxic fossil fuel (i.e. coal, #6 fuel/bunker c, and diesel fuels). if the whole planet could stop burning the bad fossil fuels, i'm convinced that the planet could heal itself. don't be lazy. look at photo online of smoke stack burning coal and then look at stack burning natural gas.....you'll be amazed at the difference.",Positive
we do need to help earth id diving slowly,Positive
"please help save planet earth or else we will die of global warming, too! help the environment by recycling and composing more than throwing garbage. i saw a can while i wa at the park and that cause climate change! eat more vegetable more than meat. don’t use electricity more, also buying thing that last very long like ana biscuits.",Positive
backhand index pointing right the un mysterious plan to fight climate change revealed here httpsConfused/youtu.be/aqi-ldpzw,Negative
i love to work with youtube,Positive
very understandable!,Neutral
you can't stop the climate change ........ the climate change is happening for million year and nothing to do with co2 .... ch4,Positive
"what a steaming load. we're supposed to care about ""climate change"", when the rich greedy people fly in their private jet to talk about how the common person is causing the temperature to go up and down. it's hilarious sad, really.",Positive
thebutningearth,Neutral
climate change is a hoax!,Negative
injustice & climate change??????????,Negative
"this is the best explanation on this video, thank you very much",Positive
you r in my sl user,Neutral
"climate change is really chemtrails and harp which is weather manipulation by your govt. it's bullshit to bring in carbon taxes, basically to tax the air you breathe.",Negative
it is written in the bible that there will be no global chaos until the antichrist appears beware one-third of earth will be desolate,Negative
"fun fact china and bhutan are called the ""land of the dragon""",Positive
"good content except for the actionable, you forgot that people must also, and above all, demand to our government for pushing environmental friendly policies. some of u using metal straw ha zero effect when the ocean is contaminated with petroleum...",Positive
"i would like more detail from the video... eg. how much doe war and the military industry contribute to global emissions? how much energy could be saved if iot, internet streaming etc. wa halted? (all that green google-windmill energy could instead be used where fossil fuel is used? to which extend doe solar storms, radiation etc. influence the temperature on earth over time? ha the temperature been rising the centuries just before the industrial revolution, and how much - and why? how much doe the 1 pct. most rich people contribute to resource usage and thereby co2 contribution? how much natural co2 doe nature release through forest fires, volcano, wild life etc.?",Positive
very useful for my exam smiling face with smiling eyes party copper,Positive
climate change cause to heat&waste generated centre likely big cities. so ecofriendly lifestyle a solutions.,Positive
thank you for this video. today i had to type an essay on climate change for homework slightly smiling face slightly smiling face smiling face with halo folded hands,Positive
"the earth recycled every year winter, spring, summer and fall. the rain, snow, wind and regeneration of the forest happens supernatural. the sun remains the light of the day and the moon is the light of the night. human manufacture oxygen for space travel, healthcare and scuba diving so we don't need tree to provide oxygen or clean the air. we have the resource to clean up the pollution, recycle plastic, recycle paper and recycle steele, but we need to improve the management of our government. the ozone layer is proven to replenish itself automatically. god will create a new heaven and a new earth when the scripture are fulfilled first. sarah 65;17, luke 24 44",Positive
how doe sacrificing human being relevant to climate change. i have heard a news john kerry talking about sacrificing human being to save the planet earth,Positive
"all left wing country are in la-la land thinking that climate change is man made, but here is the reality, climate change is natural.",Positive
now almost every day ireland is covered in cloud,Neutral
"i think there is a problem around 11 11. on the time line, you have marked various historical monuments, but they do not correspond to the date you have indicated. the ancient greek weren't around 250,000 year ago (they thrived from 1200 bce to 323 bce)! the start of the ancient egyptian civilization wa 3100 bce, not 450,000 year ago!!!",Negative
marathi 4 1,Neutral
red heart very helpful video,Positive
"climate change can be handled by innovation, slowly. you don’t destroy the world by enforcing law and permit that proof people life or cause inflation/recession.",Negative
sea level ha been suddenly rising? sea level have been rising at the same rate for hundred of years. it’s easy to find the statistic on nota’s website.,Positive
"both global warming and higher level of co₂ would be good for life the earth is too cold, and co₂ is a nutrient",Positive
it very helpful especially to my students.,Positive
consumption of cut of meat meats and consumers in general..... why not mention it,Negative
no such thing.,Negative
the weapon with which the bourgeoisie felled feudalism to the ground are now turned against the bourgeoisie itself. communist manifesto,Negative
"the video sound is pretty good, beyond my imagination",Positive
is climate change different than global warming? httpsConfused/youtu.be/bpsxbpbcuem,Positive
i'm amazed at how calm he is a he is narrating this.,Positive
"if producing (releasing/unlocking) co2 is so bad for the world why don't we have a socially woke campaign to ostracize and persecuted people who buy and consume coca cola, pepsi etc? surely the mass production and distribution of co2 in this way is a crime against the planet that climate change believer and the un should move to shut down",Negative
"instead people go to church, and temple to ask god to save u from global warming like moon face with tears of joy",Positive
"the idea about climate change were made for a good cause, to save the world. so don't use it to pressure people; they will participate freely;",Positive
"hi creator, this is great video to explanation about climate change. can i use this video to do my presentation? i have presentation about climate change. don't worry, i will mention the creator of this video. many thanks to you.",Positive
more fake science and baseless fearmongering about nothing!,Negative
the climate change topic be explained in school curriculum,Neutral
the exactly thing is that the green house is not having any link with the earth or it atmosphere.we are studying about the green house from class 5 and 6 but still we dont clearly know about that there is no link between earth and green house. though the green house is an example for u to understand the climate change. the green house is made for plant to grow well in this. the plant are held in it because the green house is made up of green glass from where sun light can pas through. the question here come is that why plant cannot get the direct sun light without getting held in the green house. because there are several gas in the atmosphere so that plant can grow without any problem. this is the given example for the climate change of earth. otherwise green house dont have any link with the earth.actually i have recorded such a long message but there are more thing that i cannot tell now cup it will get too long and nobody will be able to read it face with tears of joy,Positive
"what is climate change? a big hoax. i'm 76, been hearing this lie since i wa in grade school. i'm 76, been hearing this lie since i wa in grade school. i live in ohio, it's still hot in the summer, cold in the winter, rain a lot in the spring and is just right for football in the fall, go bucks!!!",Negative
this video is good,Positive
let oil company who knowingly polluted pay,Negative
i needed this so much because i have to do a non-chronological report of climate change.,Neutral
grade 9 students?,Neutral
"i stay in new zealand, i somehow observed that the shadow of my house ha been changing through many years, it becomes shorter in the summer, my question is that could it be the earth position in relation to the sun ha been changing, due the ever moving of the universe? this ha resulted in the intensity and the duration of sunlight ha changed in different part of the world, and the earth is trying to adjust to this. please comment. thank you",Positive
"in the 60's it wa global cooling (ice age returns) in the 70's it wa global warming. in the 80's it is now climate change. the nomenclature is starting to be called climate crisis. a the author pointed out the earth underwent 5 ice ages. these ice age occurred without human activity. not to mention dinosaur and wool mammoth and other prehistoric beast are now extinct. oh course, the neanderthal were to blame for causing their extinction",Negative
united nation set to call on american to reduce meat consumption,Positive
i like it just a little to long,Positive
1 12 wonderful world of automated metric and database,Positive
thank you for this video,Positive
"easy to reduce air pollution, reduce global warming, don't want a you think -join the campaign to reduce global warming, reduce air pollution, stop greenhouse gas emission - httpsConfused/",Positive
"los más codiciosos y avariciosos del planet son los responsible de stop cambio y story hablando de los billonarios que queen compare países enters, mientras sign imperando el sistema capitalist en el planet, teguiá estado en desequilibrio el planet, aquí los únicos que queen racer cambio verdaderos son los grandes corporation dirigidos por stop billonarios dueños de países enters, que muy cómodamente responsabilizan al ciudadano de a pie, que much feces no same ni donde esta parade.",Negative
climate change study and investigation for the university amazon peru latin america city quits the humanity maybe understand than is climate change the revolution industrial around the worldwide have been 262 year ago the satellite is new technology,Positive
"easy to reduce air pollution, reduce global warming, don't want a you think -join the campaign to reduce global warming, reduce air pollution, stop greenhouse gas emission - httpsConfused/",Positive
cowabummer!!!!!!!!!!!!!!!,Neutral
yeah,Positive
i dont know what to say.,Neutral
"sri-lanka get onboard with the “green dream”. they chose to stop producing fossil fuel and rely instead on wind and solar power. even better they decided to go full organic in agriculture. no synthetic fertilizer or pesticide allowed. two million farmer were forced to go organic. all this to preserve the health of the planet. how noble. how did this work out for them you might ask? economic collapse. sri-lankaʼs rice production fell 20% in six months, they went from exporting rice to importing rice, half a billion dollar worth. production of tea stopped, costing another half billion. there is now, a of may 17, 2022, only one day supply of motor vehicle fuel left. they are running out of food, running out of fossil fuel to cook it and running out of money. angry demonstrator fill the streets. sri-lankaʼs president, gotabaya rajapaksa ha resigned. they need friendly neighboring country to donate 75 million dollar to them asap . sri-lankaʼs green dream is a nightmare. climate change politics did this. whoʼs next?",Negative
yes right that's why some border part china buy electricity form other countries.,Positive
so we are all here for social study class?,Neutral
"sub-sharon development is literally killing us....where in the developed world, sub sharon's terrorism is driving urban sprawl. oddly, climate change ha been primarily caused by the fossil fuel used to transform once topsoil carbon sink into more starving methane emitter in sub-sharon africa. oh sure, development seems to be the only way to figure out how many of them actually live in africa.....but is that really worth it?",Negative
"haha all a scam. when i wa in school the world wa supposed to be gone by now. the earth is always changing how do you think the ice age left? wake up people ab stop fearing everything they push your way line a little kid. wake up. california pushing electric car where the battery cause more harm, and that can’t even handle a warm day without blackout. scam!!!",Negative
"climate change is normal,taxing people to fix it is the biggest scam of our generation!",Negative
good effort and much needed content,Positive
user is child6630a,Neutral
"we never had a wwi, or wwii because the treaty ending the war involved only a couple of countries. usa wa attacked by japan at pearl harbour provoked. they didn't surrender after the first atom bomb.",Negative
"climate change ha since earliest written history of urbanization of man kind a phenomenon, is a present danger and existential threat to human urban habitation and intrinsic loyalist military industrial economy, not a present danger and existential threat to the human species per say.",Negative
"i've been searching for a good video for my students, this actually helps, thank you !",Positive
"these crush course are great thumbs up , if you subtitle them a we would be a great help for all.... red heart red heart red heart red heart red heart red heart red heart",Positive
claimed change caused by g7 gor their industrialization. they must give sanction,Neutral
"fun fact, every climate fearmonger ha an iphone",Positive
"1) by reflecting away 30% of isr the albedo, which would not exist w/o the atmosphere/gigs, make the earth cooler than it would be without that atmosphere like that reflective panel set behind the windshield. remove the atmosphere/gigs and the earth would become much like the moon and mercury, a barren rock with a 0.1 albedo, 20% more kj/h, hot^3 on the lit side, cold^3 on the dark. nikolov, drama (u of ak) and ucla divine mission all tactile agree. 2) the gh up/down selling, “trapping”/”back” radiating/delaying/intercepting, 100 % efficient, perpetual warming loop requires ""extra"" energy which according to rge theory come from 3) the terrestrial surface radiating that ""extra"" energy a a wir ideal black body which 4) cannot happen because of the non-radiative heat transfer process of the contiguous atmospheric molecule and a demonstrated by experiment, the gold standard of classical science httpsConfused/principal-scientific.org/debunking-the-greenhouse-gas-theory-with-a-boiling-water-pot/ 1+2+3+4 = 0 greenhouse effect + 0 greenhouse gas warming + 0 man caused climate change. version 1.0 042021",Positive
a hoax of grand proportions.,Positive
"climate change is when the weather changes…duh. just like it ha in the entire life of this planet, long before humans, dinosaurs, and microbial life evolved. it is not because of human activities…it is primarily driven by our sun.",Positive
"the problem ha been well known for at least 20 year now and yet it remains largely addressed in most part of the world. the explosive population growth along with the increased demand for energy consumption ha not been the least affected by western world campaign and switching to electric car is not going to save earth, or the human species. there are still entire continent where the word pollution remains more or le an unknown, so unless the whole world 'lifts together' we remain doomed.",Positive
"is the climate changing,..??.. yes,..... is this a crisis,..?? no,.... it's the weather,.....",Neutral
we should be truthful to yourself,Positive
thanks for your effort sparkling heart you are doing such an important thing you are identifying a real issue which can cause our end . thank you for being a source to let people wake up from their sleep and understand the massive effect of global warming before it is too late . crying face you used an easy english so that everybody understands . really thanks a million . Of hand growing heart please continue on this great and informative content . folded hands,Positive
stopped war. Of hand,Negative
"thank you clickview. your video on climate change is very informative and you have provided the solution to the problem. i think every country know about the solution but if these solution are followed then don't you think the massive population will be left with no alternative. please do not take me in a negative sense a i am mentioning on my personal experience. my cousin is a butcher and he is into this profession since childhood now all of a sudden he will be asked to leave his profession then i thing everyone associated with his output will be in a state of doldrums. he is supplying flesh to different organization and the supply in not in kg but tonnes. it is the duty of every individual to take the ownership then situation will come to a normal. once i had a very rough argument with a chicken seller few year ago from then onwards i left consuming chicken, even during any occasion i would go for some other food item but not chicken. i think i did my part. if everyone take the ownership then there will be a change sooner or later. finally your video is an eye-opener and it should be brought to the notice of the legislature who can make some law and the executive will have some binding effect. i believe it is just the game of demand and supply. best wishes. khwaja ram.",Positive
"the fact that we're watching this video because of school activities, and without such activity we're not here. more melancholy to think that we may learned and hear a lot of reality from this video but we're not doing an effort to help the world to achieve it's stupendous beauty.",Positive
it is not carbon dioxide but carbon monoxide that come from car vehicle,Neutral
"climate change take a look at the world around you, the environment is just like any human or animal. it is alive; when we litter on the ground use car with , or burn down a forest and the earth feel pain. and think about it, we have to live here, doe it really make sense to damage the place we live on. if the whole world gathered together we could get it done in hours. but that’s just pushing it; but seriously if we want to preserve our environment and our life we must work a a unit if we want to get thing done. then the environment would become beautiful like something out of a fairy tale story.",Positive
"what is climate change? it's a tool used by government to control through fear, and raise tax (money). it's a tool used by green to bring about fascist control of the populace. but, like many thing i have seen in my 64 years, it will crash when it ha served it purpose (see above). also see 2035.",Negative
burningearth,Neutral
"we are having an impact on the planet’s environment sure, however, regardless of what we do the planet’s atmosphere change from time to time. a you accurately pointed out there have been multiple ice age and global warming with the impact of humans. we should definitely try not polluted the planet but to blame the change on u is wrong.",Negative
it's a want,Positive
"there is no such thing a climate change. they are manipulating the weather, so they can bring a solution so they can control the hole world. wake up calling. dont let them fool you. repair and follow jesus the true leader if you want to be save. bullshit bless.",Positive
"aquí en titaná, guila, colombia está haciendo un color impresionante. se site el cambio de temperature. too hot here in colombia",Neutral
what song is the background music??,Neutral
i´ll just go outside and burn some more tyres.,Neutral
"this is typical of the bbc manipulate fact into their agenda . they neglect to inform people of the climate history of the earth. only recently about 18,000 year ago the northern hemisphere wa covered in an ice sheet which ha retreated over the year , glacier grow during cold period like the little ice age from 1400 to 1800 , and then retreat during warmer period . all nothing to do with human and in fact there will be another ice sheet advance in the next 2,000 year because the earth is still in the palestine ice age and ha been for 250 million years.",Positive
hi good morning,Positive
how come co2 is causing climate change at 415ppm in the atmosphere when level have been far higher in the distant past with no apparent ill effects?,Negative
sápmi,Neutral
really tough for decision,Negative
bbc on trial. soon come.,Neutral
"thank you so much for that from france. a biologist from france.... workers because people don't listen, not for that, nor for handicap, nor for workers, even not correctly for the ukrainian war....",Positive
i don't believe it.,Neutral
"the report is fantastic and the sound quality is great. i am passionate about environmental conservation, and this would be a huge achievement.",Positive
"easy to be an activist when you are the beneficiary of billion of dollar of oil money . and just by the way , all those plastic chair are made from oil .",Positive
norwegian oil money funding climate change activism one barrel at a time! money bag globe showing Europe-Africa,Neutral
humans! disgraceful species!,Neutral
"never under estimate the bias of an activist and the bbc. if activist bothered to study some basic science and history and go back into earth distant past well before homo sapiens existed they would find the answer to natural climate change that ha existed for 4.5 billion years. with climate change come gain and losses. a usual the bbc only cover the loss and deliberately ignores the gains. shameful medium behaviour. throughout our short human history the cold ha slaughtered human on an industrial scale to the extent that our early ancestor nearly did not make it through the last glaciation period when the tuba super volcano erupted 73,000 year bp. this event combined with the already cold climate nearly ended the homo sapiens story. fear the cold, worship the warmth, do some research and ignore activist medium who spread disinformation because they know fear make money.",Positive
climate data doesn't agree. tony helper youtube. junk science. data doesn't lie people do,Negative
"how u imagine life without cars, machine that working on fuel produced from the oil and so on. think that at producing electric car carbon gas exit in much.. alternative could be if men converted carbon and gas to smith. that needed.",Neutral
we must stop deforestation,Negative
"it's weather not climate. we have left the sixth warming phase, and are into the sixth cooling phase. the winter will get rapidly much colder. around 2025 expect some big volcanic eruptions, possibly a 7+. ........",Positive
man made global warming is a lie! it’s all about decreasing the global population and controlling those who are left. your government want you dead or a slave.,Negative
climate change is the really concern thing for upcoming day or future all over the world. it is time to come and create awareness for change our climate and our world . palm tree palm tree,Positive
"natural gas also produce carbon dioxide, so it is also a problem to the climate. this is an emergency. can we save this planet?",Positive
"good, nice to see hearth becomes warmer",Positive
go politic service than you not only claim but change it,Neutral
defend the bbc.,Neutral
crisis belongs to everywhere.but we should be able to make sure of sound living.climate discussion is just a document otherwise the role of politician are merely show. i'm astonished to see the overview of norway.,Negative
too much greed. young people are doomed.,Negative
"based upon the apparent age of kim's children, a seen here in this film, i do not believe when they grow up his child will be working at the oil company, like he doe now. by the time they're old enough, or not long after, climate emergency likely will have greatly constructed, or possibly ended, the profitability of fossil fuel a an industry. there is no future with fossil fuels, other than a very short and increasingly catastrophic one.",Negative
"like leading hearing over the economic cliff,!! the gent kid will not work in that industry in 20 yrs. he will need be trying to survive in every different world very different world. i don't think we will be drilling a much oil, the atmosphere will not support burning it.",Positive
thank you for the video Happy will definitely stop by again,Positive
climate change is hoax,Negative
"today, i very happiness when me video for me , to be honest, that's meaning",Positive
water crisis in bangalore city crying face crying face,Negative
